comparison_key,raw_code_examples,raw_title_examples,source_row_count,metric_value,comparison_title,metric_name,comparison_level,source_file,sheet_name,metric_zscore,metric_percentile
accountants-and-auditors,13-2011,Accountants and Auditors,1,1.481956,Accountants and auditors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.2870982920297882,0.9878419452887538
actors,27-2011,Actors,1,0.1590935,Actors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.12834743868133341,0.4376899696048632
actuaries,15-2011,Actuaries,1,1.516474,Actuaries,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.3240321046767463,0.993920972644377
administrative-services-managers,11-3011,Administrative Services Managers,1,0.7398278,Administrative services and facilities managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.493030736006143,0.5835866261398176
adult-literacy-and-ged-teachers,25-3011,"Adult Literacy, Remedial Education, and GED Teachers and Instructors",1,1.348951,Adult basic and secondary education and ESL teachers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.144784665773671,0.9027355623100304
advertising-promotions-and-marketing-managers,11-2011 | 11-2021,Advertising and Promotions Managers | Marketing Managers,2,1.3047095,"Advertising, promotions, and marketing managers",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.097446834143206,0.8662613981762918
advertising-sales-agents,41-3011,Advertising Sales Agents,1,1.162588,Advertising sales agents,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.9453786710368659,0.7720364741641338
aerospace-engineering-and-operations-technicians,17-3021,Aerospace Engineering and Operations Technicians,1,0.3909402,Aerospace engineering and operations technologists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.11972552558703328,0.48936170212765956
aerospace-engineers,17-2011,Aerospace Engineers,1,1.338738,Aerospace engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1338568881340805,0.8844984802431611
agricultural-and-food-science-technicians,19-4011,Agricultural and Food Science Technicians,1,0.095719,Agricultural and food science technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.1961573323482504,0.4133738601823708
agricultural-and-food-scientists,19-1011 | 19-1012 | 19-1013,Animal Scientists | Food Scientists and Technologists | Soil and Plant Scientists,3,0.8225950333333333,Agricultural and food scientists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.5815906030100363,0.601823708206687
agricultural-engineers,17-2021,Agricultural Engineers,1,0.9409636,Agricultural engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.708243435287562,0.6534954407294833
agricultural-workers,45-2021 | 45-2091 | 45-2092 | 45-2093,"Animal Breeders | Agricultural Equipment Operators | Farmworkers and Laborers, Crop, Nursery, and Greenhouse | Farmworkers, Farm and Ranch Animals",4,-1.22480725,Agricultural workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.609103305837156,0.06990881458966565
air-traffic-controllers,53-2021,Air Traffic Controllers,1,1.152798,Air traffic controllers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.9349034979151984,0.7629179331306991
aircraft-and-avionics-equipment-mechanics-and-technicians,49-2091 | 49-3011,Avionics Technicians | Aircraft Mechanics and Service Technicians,2,-0.4139866,Aircraft and avionics equipment mechanics and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.7415357185671889,0.25835866261398177
airline-and-commercial-pilots,53-2011 | 53-2012,"Airline Pilots, Copilots, and Flight Engineers | Commercial Pilots",2,-0.1943979,Airline and commercial pilots,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.5065786554352268,0.3161094224924012
animal-care-and-service-workers,39-2011 | 39-2021,Animal Trainers | Nonfarm Animal Caretakers,2,-0.90290835,Animal care and service workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.2646756546446802,0.1519756838905775
announcers,27-3011,Radio and Television Announcers,1,0.8493547,Announcers and DJs,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.6102230995382742,0.6139817629179332
anthropologists-and-archeologists,19-3091,Anthropologists and Archeologists,1,0.6965665,Anthropologists and archeologists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.44674170567229265,0.5653495440729484
arbitrators-mediators-and-conciliators,23-1022,"Arbitrators, Mediators, and Conciliators",1,1.431593,"Arbitrators, mediators, and conciliators",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.2332105347339208,0.9635258358662614
architects,17-1011,"Architects, Except Landscape and Naval",1,1.047142,Architects,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.8218529472162299,0.7173252279635258
architectural-and-engineering-managers,11-9041,Engineering Managers,1,0.8370105,Architectural and engineering managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.5970149655190211,0.60790273556231
art-directors,27-1011,Art Directors,1,1.02251,Art directors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.7954970264467801,0.6990881458966566
assemblers-and-fabricators,51-2011 | 51-2021 | 51-2031 | 51-2041 | 51-2091,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers | Coil Winders, Tapers, and Finishers | Engine and Other Machine Assemblers | Structural Metal Fabricators and Fitters | Fiberglass Laminators and Fabricators",6,-0.8669483666666666,Assemblers and fabricators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.2261989385191496,0.15501519756838905
athletes-and-sports-competitors,27-2021,Athletes and Sports Competitors,1,-1.814336,Athletes and sports competitors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-2.239891428048621,0.0121580547112462
athletic-trainers,29-9091,Athletic Trainers,1,-0.3311363,Athletic trainers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.6528869713065057,0.2796352583586626
atmospheric-scientists-including-meteorologists,19-2021,Atmospheric and Space Scientists,1,1.373917,"Atmospheric scientists, including meteorologists",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1714979622144832,0.9209726443768997
audiologists,29-1181,Audiologists,1,0.6329063,Audiologists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.37862611670804575,0.5531914893617021
automotive-body-and-glass-repairers,49-3021 | 49-3022,Automotive Body and Related Repairers | Automotive Glass Installers and Repairers,2,-1.191437,Automotive body and glass repairers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.573397570815366,0.0790273556231003
automotive-service-technicians-and-mechanics,49-3023,Automotive Service Technicians and Mechanics,1,-0.9547055,Automotive service technicians and mechanics,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.3200979338539736,0.1337386018237082
bakers,51-3011,Bakers,1,-0.3852989,Bakers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.7108402513595833,0.2613981762917933
barbers-hairstylists-and-cosmetologists,39-5011 | 39-5012,"Barbers | Hairdressers, Hairstylists, and Cosmetologists",2,-0.7059569,"Barbers, hairstylists, and cosmetologists",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.0539401556341141,0.19756838905775076
bartenders,35-3011,Bartenders,1,-0.6159883,Bartenders,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.9576749196265498,0.22188449848024316
bill-and-account-collectors,43-3011,Bill and Account Collectors,1,1.271991,Bill and account collectors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0624384631747406,0.8267477203647416
biochemists-and-biophysicists,19-1021,Biochemists and Biophysicists,1,0.9060509,Biochemists and biophysicists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.6708872987559131,0.6413373860182371
biological-technicians,19-4021,Biological Technicians,1,0.3012355,Biological technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.023742659159326704,0.46808510638297873
biomedical-engineers,17-2031,Biomedical Engineers,1,0.9874239,Bioengineers and biomedical engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.7579553541623942,0.6747720364741642
boilermakers,47-2011,Boilermakers,1,-1.097532,Boilermakers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.4729204378235183,0.1033434650455927
bookkeeping-accounting-and-auditing-clerks,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1,1.039749,"Bookkeeping, accounting, and auditing clerks",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.813942533029459,0.7142857142857143
brickmasons-blockmasons-and-stonemasons,47-2021 | 47-2022 | 47-2051 | 47-2053,Brickmasons and Blockmasons | Stonemasons | Cement Masons and Concrete Finishers | Terrazzo Workers and Finishers,4,-1.75564275,Masonry workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-2.177090411212736,0.015197568389057751
broadcast-and-sound-engineering-technicians,27-4011 | 27-4012 | 27-4014,Audio and Video Equipment Technicians | Broadcast Technicians | Sound Engineering Technicians,3,0.1939988,"Broadcast, sound, and video technicians",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.09099922005378072,0.44680851063829785
budget-analysts,13-2031,Budget Analysts,1,1.502988,Budget analysts,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.3096022594552132,0.9908814589665653
bus-drivers,53-3021,"Bus Drivers, Transit and Intercity",1,-0.605453,Bus drivers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.9464022851639653,0.22492401215805471
butchers-and-meat-cutters,51-3021,Butchers and Meat Cutters,1,-0.9709924,Butchers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.3375247057758617,0.13069908814589665
cardiovascular-technologists-and-technicians,29-2031,Cardiovascular Technologists and Technicians,1,-0.0909526,Cardiovascular technologists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.39589352508560155,0.3434650455927052
career-and-technical-education-teachers,25-1194 | 25-2023 | 25-2032,"Vocational Education Teachers, Postsecondary | Vocational Education Teachers, Middle School | Vocational Education Teachers, Secondary School",3,0.3518627,Career and technical education teachers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.07791310703116378,0.48328267477203646
carpenters,47-2031,Carpenters,1,-1.323631,Carpenters,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.7148434375820374,0.0547112462006079
cartographers-and-photogrammetrists,17-1021,Cartographers and Photogrammetrists,1,0.8169979,Cartographers and photogrammetrists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.575601742882179,0.5987841945288754
cashiers,41-2011,Cashiers,1,-0.2480887,Cashiers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.564027115602829,0.3069908814589666
chefs-and-head-cooks,35-1011,Chefs and Head Cooks,1,-0.2676433,Chefs and head cooks,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.5849502841753479,0.2978723404255319
chemical-engineers,17-2041,Chemical Engineers,1,1.341336,Chemical engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1366367144640186,0.8905775075987842
chemical-technicians,19-4031,Chemical Technicians,1,0.0628057,Chemical technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.23137413679210933,0.3951367781155015
chemists-and-materials-scientists,19-2031 | 19-2032,Chemists | Materials Scientists,2,0.76694105,Chemists and materials scientists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.52204156211861,0.5927051671732523
childcare-workers,39-9011,Child Care Workers,1,-0.3834794,Childcare workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.7088934099402906,0.26443768996960487
chiropractors,29-1011,Chiropractors,1,-0.1911757,Chiropractors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.5031309431949166,0.3191489361702128
civil-engineering-technicians,17-3022,Civil Engineering Technicians,1,0.9323219,Civil engineering technologists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.6989969282839342,0.6474164133738601
civil-engineers,17-2051,Civil Engineers,1,1.282867,Civil engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0740756422218554,0.8328267477203647
claims-adjusters-appraisers-examiners-and-investigators,13-1031 | 13-1032,"Claims Adjusters, Examiners, and Investigators | Insurance Appraisers, Auto Damage",2,0.96875975,"Claims adjusters, appraisers, examiners, and investigators",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.7379849555496495,0.668693009118541
coaches-and-scouts,27-2022,Coaches and Scouts,1,0.1168668,Coaches and scouts,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.17352946042359257,0.425531914893617
community-health-workers,21-1094,Community Health Workers,1,0.0371229,Community health workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.2588543999431984,0.3890577507598784
compensation-and-benefits-managers,11-3111,Compensation and Benefits Managers,1,1.298235,Compensation and benefits managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0905192030526814,0.8571428571428571
compensation-benefits-and-job-analysis-specialists,13-1141,"Compensation, Benefits, and Job Analysis Specialists",1,1.440985,"Compensation, benefits, and job analysis specialists",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.2432598530136656,0.9787234042553191
compliance-officers,13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",1,0.6981205,Compliance officers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.44840446553246344,0.5683890577507599
computer-and-information-research-scientists,15-1111,Computer and Information Research Scientists,1,1.154269,Computer and information research scientists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.9364774488510486,0.7659574468085106
computer-and-information-systems-managers,11-3021,Computer and Information Systems Managers,1,1.059853,Computer and information systems managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.8354535524817576,0.723404255319149
computer-hardware-engineers,17-2061,Computer Hardware Engineers,1,1.141812,Computer hardware engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.9231486202936827,0.7537993920972644
computer-network-architects,15-1143,Computer Network Architects,1,0.5803306,Computer network architects,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.3223707990887552,0.5349544072948328
computer-programmers,15-1131,Computer Programmers,1,1.271506,Computer programmers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.061919519460337,0.8237082066869301
computer-support-specialists,15-1151 | 15-1152,Computer User Support Specialists | Computer Network Support Specialists,2,0.5427018,Computer support specialists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.2821084707577437,0.5227963525835866
computer-systems-analysts,15-1121,Computer Systems Analysts,1,1.19815,Computer systems analysts,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.9834295501535912,0.78419452887538
concierges,39-6012,Concierges,1,0.855832,Concierges,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.617153726592511,0.6170212765957447
conservation-scientists,19-1031 | 19-1032,Conservation Scientists | Foresters,2,-0.0576748499999999,Conservation scientists and foresters,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.36028676386501196,0.3556231003039514
construction-and-building-inspectors,47-4011,Construction and Building Inspectors,1,0.2860245,Construction and building inspectors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.007467086293781847,0.46504559270516715
construction-equipment-operators,47-2071 | 47-2072 | 47-2073,"Paving, Surfacing, and Tamping Equipment Operators | Pile-Driver Operators | Operating Engineers and Other Construction Equipment Operators",3,-1.0954186,Construction equipment operators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.4706591272131677,0.10638297872340426
construction-laborers-and-helpers,47-2061 | 47-3011 | 47-3012 | 47-3013 | 47-3014,"Construction Laborers | Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters | Helpers--Carpenters | Helpers--Electricians | Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7,-1.7313417142857144,Construction laborers and helpers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-2.1510886179397057,0.02127659574468085
construction-managers,11-9021,Construction Managers,1,1.029139,Construction managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.8025899705349858,0.7021276595744681
cooks,35-2011 | 35-2012 | 35-2013 | 35-2014 | 35-2015,"Cooks, Fast Food | Cooks, Institution and Cafeteria | Cooks, Private Household | Cooks, Restaurant | Cooks, Short Order",5,-0.6942435,Cooks,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.0414069694396975,0.2066869300911854
correctional-officers,33-3011 | 33-3012,Bailiffs | Correctional Officers and Jailers,2,-0.6989274,Correctional officers and bailiffs,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.0464186817363856,0.20364741641337386
cost-estimators,13-1051,Cost Estimators,1,1.367669,Cost estimators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1648126831885202,0.9179331306990881
court-reporters,23-2091,Court Reporters,1,0.835246,Court reporters and simultaneous captioners,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.595126973386929,0.6048632218844985
craft-and-fine-artists,27-1012 | 27-1013,"Craft Artists | Fine Artists, Including Painters, Sculptors, and Illustrators",2,-0.7492891,Craft and fine artists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.100305048049101,0.182370820668693
credit-counselors,13-2071,Loan Counselors,1,1.385381,Credit counselors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1837642936411221,0.9270516717325228
curators-museum-technicians-and-conservators,25-4011 | 25-4012 | 25-4013,Archivists | Curators | Museum Technicians and Conservators,3,0.4406717666666666,"Archivists, curators, and museum workers",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.17293765739960543,0.49544072948328266
customer-service-representatives,43-4051,Customer Service Representatives,1,0.9562519,Customer service representatives,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.7246017181512993,0.662613981762918
dancers-and-choreographers,27-2031 | 27-2032,Dancers | Choreographers,2,-2.1227635,Dancers and choreographers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-2.5699048558303477,0.00303951367781155
database-administrators,15-1141,Database Administrators,1,1.284863,Database administrators and architects,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0762113363537091,0.8389057750759878
delivery-truck-drivers-and-driver-sales-workers,53-3031 | 53-3033,"Driver/Sales Workers | Truck Drivers, Light or Delivery Services",2,-0.92490485,Delivery truck drivers and driver/sales workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.2882116245701918,0.1458966565349544
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,51-9081 | 51-9082 | 51-9083,Dental Laboratory Technicians | Medical Appliance Technicians | Ophthalmic Laboratory Technicians,3,-0.3634363666666667,Dental and ophthalmic laboratory technicians and medical appliance technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.6874476240311979,0.2674772036474164
dental-assistants,31-9091,Dental Assistants,1,-0.5268759,Dental assistants,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.8623258065226392,0.23404255319148937
dental-hygienists,29-2021,Dental Hygienists,1,-0.416508,Dental hygienists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.7442335838898623,0.2553191489361702
dentists,29-1021 | 29-1022 | 29-1023 | 29-1024,"Dentists, General | Oral and Maxillofacial Surgeons | Orthodontists | Prosthodontists",4,-0.103693525,Dentists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.4095261497133014,0.3404255319148936
desktop-publishers,43-9031,Desktop Publishers,1,0.3437743,Desktop publishers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.069258623856772,0.47720364741641336
diagnostic-medical-sonographers,29-2032,Diagnostic Medical Sonographers,1,-0.264054,Diagnostic medical sonographers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.5811097796926512,0.3009118541033435
diesel-service-technicians-and-mechanics,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1,-1.010472,Diesel service technicians and mechanics,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.379767366120518,0.12462006079027356
dietitians-and-nutritionists,29-1031,Dietitians and Nutritionists,1,1.342809,Dietitians and nutritionists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1382128053739486,0.8936170212765957
drafters,17-3011 | 17-3012 | 17-3013,Architectural and Civil Drafters | Electrical and Electronics Drafters | Mechanical Drafters,3,0.8915218666666668,Drafters,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.6553414213854184,0.6322188449848024
drywall-and-ceiling-tile-installers-and-tapers,47-2081 | 47-2082,Drywall and Ceiling Tile Installers | Tapers,2,-1.5943725,"Drywall installers, ceiling tile installers, and tapers",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-2.0045333337740643,0.0243161094224924
economists,19-3011,Economists,1,1.403764,Economists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.203433865397569,0.939209726443769
editors,27-3041,Editors,1,1.128221,Editors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.9086064264329489,0.7446808510638298
electrical-and-electronics-engineering-technicians,17-3023,Electrical and Electronic Engineering Technicians,1,0.3515252,Electrical and electronic engineering technologists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.07755198640516146,0.48024316109422494
electrical-and-electronics-engineers,17-2071 | 17-2072,"Electrical Engineers | Electronics Engineers, Except Computer",2,0.8960914,Electrical and electronics engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.6602307628309644,0.6352583586626139
electrical-and-electronics-installers-and-repairers,49-2092 | 49-2093 | 49-2094 | 49-2095 | 49-2096,"Electric Motor, Power Tool, and Related Repairers | Electrical and Electronics Installers and Repairers, Transportation Equipment | Electrical and Electronics Repairers, Commercial and Industrial Equipment | Electrical and Electronics Repairers, Powerhouse, Substation, and Relay | Electronic Equipment Installers and Repairers, Motor Vehicles",5,-0.68961702,Electrical and electronics installers and repairers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.0364566957988464,0.20972644376899696
electricians,47-2111,Electricians,1,-0.7796905,Electricians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.1328341520471665,0.1702127659574468
electro-mechanical-technicians,17-3024,Electro-Mechanical Technicians,1,-0.3040507,Electro-mechanical and mechatronics technologists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.6239057303356949,0.2857142857142857
elementary-middle-and-high-school-principals,11-9032,"Education Administrators, Elementary and Secondary School",1,1.048811,"Elementary, middle, and high school principals",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.8236387555860014,0.7203647416413373
elevator-installers-and-repairers,47-4021,Elevator Installers and Repairers,1,-0.8604742,Elevator and escalator installers and repairers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.2192716640909715,0.1580547112462006
emergency-management-directors,11-9161,Emergency Management Directors,1,1.030768,Emergency management directors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.804332979423157,0.7051671732522796
emts-and-paramedics,29-2041,Emergency Medical Technicians and Paramedics,1,-0.6863446,EMTs and paramedics,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.032955248809387,0.21580547112462006
environmental-engineering-technicians,17-3025,Environmental Engineering Technicians,1,0.0438054,Environmental engineering technologists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.2517042115483524,0.39209726443769
environmental-engineers,17-2081,Environmental Engineers,1,1.343561,Environmental engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1390174356280338,0.8966565349544073
